route_id,route_name,mode,hour,day_of_week,is_weekend,weather,period,lighting_score,crowd_level,incident_count_30d,delay_minutes
R4,HSR Layout -> Silk Board,Bus,21,Sunday,1,Clear,off_peak,3.9,8.16,1,2.5
R4,HSR Layout -> Silk Board,Bus,10,Saturday,1,Clear,morning_rush,3.84,10.0,0,6.22
R4,HSR Layout -> Silk Board,Bus,9,Wednesday,0,Rain,morning_rush,3.98,10.0,0,27.65
R4,HSR Layout -> Silk Board,Bus,15,Thursday,0,Clear,off_peak,3.79,7.82,1,4.18
R4,HSR Layout -> Silk Board,Bus,0,Sunday,1,Rain,late_night,0.2,6.06,5,7.97
R4,HSR Layout -> Silk Board,Bus,6,Wednesday,0,Rain,off_peak,3.93,7.77,1,12.66
R4,HSR Layout -> Silk Board,Bus,19,Monday,0,Clear,evening_rush,4.85,10.0,4,18.05
R4,HSR Layout -> Silk Board,Bus,7,Friday,0,Clear,morning_rush,3.92,10.0,1,17.68
R4,HSR Layout -> Silk Board,Bus,12,Friday,0,Clear,off_peak,3.93,8.26,0,12.1
R4,HSR Layout -> Silk Board,Bus,2,Thursday,0,Clear,late_night,0.05,6.42,2,8.31
R4,HSR Layout -> Silk Board,Bus,19,Saturday,1,Clear,evening_rush,4.25,10.0,3,13.82
R4,HSR Layout -> Silk Board,Bus,10,Tuesday,0,Fog,morning_rush,3.84,10.0,2,28.94
R4,HSR Layout -> Silk Board,Bus,1,Monday,0,Clear,late_night,0.0,6.32,6,5.55
R4,HSR Layout -> Silk Board,Bus,20,Friday,0,Fog,evening_rush,3.95,10.0,4,33.28
R4,HSR Layout -> Silk Board,Bus,5,Saturday,1,Clear,late_night,0.03,6.13,5,0.0
R4,HSR Layout -> Silk Board,Bus,1,Wednesday,0,Clear,late_night,0.4,5.35,3,5.8
R4,HSR Layout -> Silk Board,Bus,7,Monday,0,Fog,morning_rush,3.75,10.0,0,28.37
R4,HSR Layout -> Silk Board,Bus,23,Sunday,1,Clear,late_night,1.07,6.39,2,0.0
R4,HSR Layout -> Silk Board,Bus,2,Wednesday,0,Clear,late_night,0.42,6.48,3,0.0
R4,HSR Layout -> Silk Board,Bus,13,Sunday,1,Clear,off_peak,3.93,8.11,3,0.0
R4,HSR Layout -> Silk Board,Bus,0,Friday,0,Clear,late_night,0.0,5.91,1,5.67
R4,HSR Layout -> Silk Board,Bus,17,Tuesday,0,Clear,evening_rush,3.92,10.0,1,23.49
R4,HSR Layout -> Silk Board,Bus,0,Saturday,1,Clear,late_night,0.06,6.13,3,1.06
R4,HSR Layout -> Silk Board,Bus,10,Sunday,1,Fog,morning_rush,3.83,10.0,1,26.51
R4,HSR Layout -> Silk Board,Bus,9,Sunday,1,Clear,morning_rush,4.69,10.0,1,9.87
R4,HSR Layout -> Silk Board,Bus,18,Tuesday,0,Clear,evening_rush,3.47,10.0,1,19.62
R4,HSR Layout -> Silk Board,Bus,0,Monday,0,Clear,late_night,0.62,6.12,3,2.8
R4,HSR Layout -> Silk Board,Bus,16,Sunday,1,Rain,off_peak,4.26,8.34,0,6.55
R4,HSR Layout -> Silk Board,Bus,21,Friday,0,Clear,off_peak,4.62,7.72,0,0.0
R4,HSR Layout -> Silk Board,Bus,6,Saturday,1,Clear,off_peak,4.29,8.56,0,1.63
R4,HSR Layout -> Silk Board,Bus,10,Monday,0,Clear,morning_rush,4.05,10.0,0,18.35
R4,HSR Layout -> Silk Board,Bus,1,Sunday,1,Fog,late_night,0.0,5.42,5,14.11
R4,HSR Layout -> Silk Board,Bus,9,Thursday,0,Clear,morning_rush,3.74,10.0,0,18.71
R4,HSR Layout -> Silk Board,Bus,0,Friday,0,Fog,late_night,0.0,6.29,8,9.93
R4,HSR Layout -> Silk Board,Bus,4,Tuesday,0,Clear,late_night,0.18,6.7,3,7.11
R4,HSR Layout -> Silk Board,Bus,21,Tuesday,0,Clear,off_peak,4.44,7.2,2,0.5
R4,HSR Layout -> Silk Board,Bus,16,Sunday,1,Rain,off_peak,3.54,6.83,1,14.04
R4,HSR Layout -> Silk Board,Bus,21,Saturday,1,Clear,off_peak,4.54,8.8,1,3.97
R4,HSR Layout -> Silk Board,Bus,10,Saturday,1,Rain,morning_rush,3.62,10.0,0,14.08
R4,HSR Layout -> Silk Board,Bus,8,Sunday,1,Clear,morning_rush,3.92,10.0,3,7.73
R4,HSR Layout -> Silk Board,Bus,16,Sunday,1,Rain,off_peak,4.47,7.42,1,13.29
R4,HSR Layout -> Silk Board,Bus,0,Wednesday,0,Clear,late_night,0.0,6.12,5,0.0
R4,HSR Layout -> Silk Board,Bus,20,Sunday,1,Clear,evening_rush,3.92,10.0,3,10.31
R4,HSR Layout -> Silk Board,Bus,2,Sunday,1,Fog,late_night,0.0,7.09,3,12.97
R4,HSR Layout -> Silk Board,Bus,12,Friday,0,Clear,off_peak,4.07,7.33,1,2.98
R4,HSR Layout -> Silk Board,Bus,13,Thursday,0,Clear,off_peak,3.54,7.32,1,2.12
R4,HSR Layout -> Silk Board,Bus,10,Friday,0,Clear,morning_rush,4.35,10.0,3,18.23
R4,HSR Layout -> Silk Board,Bus,1,Tuesday,0,Rain,late_night,0.59,7.11,4,6.92
R4,HSR Layout -> Silk Board,Bus,7,Saturday,1,Clear,morning_rush,4.05,10.0,2,13.48
R4,HSR Layout -> Silk Board,Bus,6,Thursday,0,Clear,off_peak,4.46,7.96,3,2.64
R4,HSR Layout -> Silk Board,Bus,9,Tuesday,0,Heavy Rain,morning_rush,4.03,10.0,1,39.49
R4,HSR Layout -> Silk Board,Bus,10,Sunday,1,Clear,morning_rush,4.19,10.0,0,8.09
R4,HSR Layout -> Silk Board,Bus,6,Monday,0,Clear,off_peak,3.83,7.68,2,4.02
R4,HSR Layout -> Silk Board,Bus,3,Thursday,0,Rain,late_night,0.62,7.12,3,13.28
R4,HSR Layout -> Silk Board,Bus,2,Sunday,1,Clear,late_night,0.35,6.47,1,0.0
R4,HSR Layout -> Silk Board,Bus,16,Tuesday,0,Rain,off_peak,3.71,9.28,0,13.28
R4,HSR Layout -> Silk Board,Bus,7,Saturday,1,Clear,morning_rush,3.77,10.0,1,7.99
R4,HSR Layout -> Silk Board,Bus,7,Sunday,1,Rain,morning_rush,4.55,10.0,0,20.53
R4,HSR Layout -> Silk Board,Bus,17,Friday,0,Rain,evening_rush,4.29,10.0,3,26.31
R4,HSR Layout -> Silk Board,Bus,7,Tuesday,0,Heavy Rain,morning_rush,4.27,10.0,1,37.83
R4,HSR Layout -> Silk Board,Bus,3,Sunday,1,Rain,late_night,0.27,5.07,1,14.19
R4,HSR Layout -> Silk Board,Bus,18,Sunday,1,Heavy Rain,evening_rush,4.72,10.0,4,30.59
R4,HSR Layout -> Silk Board,Bus,4,Sunday,1,Heavy Rain,late_night,0.0,5.83,5,16.57
R4,HSR Layout -> Silk Board,Bus,4,Sunday,1,Clear,late_night,0.08,5.87,4,3.17
R4,HSR Layout -> Silk Board,Bus,19,Monday,0,Clear,evening_rush,4.08,10.0,3,23.31
R4,HSR Layout -> Silk Board,Bus,16,Tuesday,0,Rain,off_peak,4.01,8.07,1,10.56
R4,HSR Layout -> Silk Board,Bus,11,Monday,0,Rain,off_peak,4.16,7.2,2,10.63
R4,HSR Layout -> Silk Board,Bus,21,Wednesday,0,Clear,off_peak,4.19,7.59,1,4.16
R4,HSR Layout -> Silk Board,Bus,18,Saturday,1,Clear,evening_rush,4.4,10.0,2,11.88
R4,HSR Layout -> Silk Board,Bus,17,Wednesday,0,Clear,evening_rush,3.92,10.0,5,22.71
R4,HSR Layout -> Silk Board,Bus,5,Wednesday,0,Fog,late_night,0.0,5.15,2,8.96
R4,HSR Layout -> Silk Board,Bus,21,Tuesday,0,Clear,off_peak,4.09,8.41,0,5.05
R4,HSR Layout -> Silk Board,Bus,13,Monday,0,Rain,off_peak,4.02,7.62,1,12.61
R4,HSR Layout -> Silk Board,Bus,12,Tuesday,0,Rain,off_peak,3.68,8.1,1,11.27
R4,HSR Layout -> Silk Board,Bus,22,Wednesday,0,Fog,late_night,0.12,6.28,2,17.01
R4,HSR Layout -> Silk Board,Bus,15,Saturday,1,Clear,off_peak,3.89,8.83,1,2.55
R4,HSR Layout -> Silk Board,Bus,15,Sunday,1,Clear,off_peak,4.29,7.33,2,0.3
R4,HSR Layout -> Silk Board,Bus,16,Wednesday,0,Clear,off_peak,4.11,7.9,1,2.96
R4,HSR Layout -> Silk Board,Bus,10,Wednesday,0,Fog,morning_rush,3.72,10.0,1,28.2
R4,HSR Layout -> Silk Board,Bus,12,Saturday,1,Clear,off_peak,4.73,8.64,1,0.0
R4,HSR Layout -> Silk Board,Bus,13,Sunday,1,Rain,off_peak,4.34,9.07,0,12.93
R4,HSR Layout -> Silk Board,Bus,4,Saturday,1,Clear,late_night,0.0,5.65,5,3.88
R4,HSR Layout -> Silk Board,Bus,3,Monday,0,Fog,late_night,0.0,7.22,3,11.43
R4,HSR Layout -> Silk Board,Bus,23,Tuesday,0,Rain,late_night,0.55,5.68,6,4.99
R4,HSR Layout -> Silk Board,Bus,14,Thursday,0,Clear,off_peak,3.93,7.86,0,0.75
R4,HSR Layout -> Silk Board,Bus,17,Tuesday,0,Clear,evening_rush,3.83,10.0,2,21.86
R4,HSR Layout -> Silk Board,Bus,5,Tuesday,0,Heavy Rain,late_night,0.35,6.09,4,18.77
R4,HSR Layout -> Silk Board,Bus,0,Friday,0,Clear,late_night,0.0,5.63,5,1.08
R4,HSR Layout -> Silk Board,Bus,10,Tuesday,0,Heavy Rain,morning_rush,3.81,10.0,0,30.91
R5,Yelahanka -> Hebbal,Metro,11,Friday,0,Rain,off_peak,7.99,3.26,2,15.0
R5,Yelahanka -> Hebbal,Metro,8,Monday,0,Clear,morning_rush,7.6,8.65,0,13.65
R5,Yelahanka -> Hebbal,Metro,14,Sunday,1,Clear,off_peak,7.4,4.34,0,2.42
R5,Yelahanka -> Hebbal,Metro,13,Monday,0,Clear,off_peak,8.23,4.47,2,2.81
R5,Yelahanka -> Hebbal,Metro,4,Sunday,1,Rain,late_night,4.65,2.13,6,9.56
R5,Yelahanka -> Hebbal,Metro,23,Thursday,0,Heavy Rain,late_night,3.68,2.65,3,15.55
R5,Yelahanka -> Hebbal,Metro,15,Thursday,0,Rain,off_peak,7.26,3.68,0,11.9
R5,Yelahanka -> Hebbal,Metro,14,Tuesday,0,Rain,off_peak,7.93,3.43,0,13.42
R5,Yelahanka -> Hebbal,Metro,9,Monday,0,Clear,morning_rush,8.03,7.85,3,20.19
R5,Yelahanka -> Hebbal,Metro,6,Thursday,0,Rain,off_peak,7.82,3.43,0,11.69
R5,Yelahanka -> Hebbal,Metro,6,Sunday,1,Clear,off_peak,7.91,4.49,1,2.07
R5,Yelahanka -> Hebbal,Metro,16,Wednesday,0,Clear,off_peak,7.96,3.63,0,4.44
R5,Yelahanka -> Hebbal,Metro,10,Friday,0,Rain,morning_rush,8.08,7.73,1,25.9
R5,Yelahanka -> Hebbal,Metro,1,Monday,0,Fog,late_night,4.13,2.67,5,17.92
R5,Yelahanka -> Hebbal,Metro,1,Monday,0,Clear,late_night,3.85,2.77,3,4.41
R5,Yelahanka -> Hebbal,Metro,22,Wednesday,0,Clear,late_night,4.06,1.15,6,3.17
R5,Yelahanka -> Hebbal,Metro,14,Monday,0,Heavy Rain,off_peak,7.92,3.87,2,21.85
R5,Yelahanka -> Hebbal,Metro,13,Thursday,0,Heavy Rain,off_peak,7.98,4.66,2,23.83
R5,Yelahanka -> Hebbal,Metro,1,Sunday,1,Rain,late_night,4.17,1.41,6,9.27
R5,Yelahanka -> Hebbal,Metro,19,Sunday,1,Clear,evening_rush,7.54,8.14,3,10.08
R5,Yelahanka -> Hebbal,Metro,4,Saturday,1,Rain,late_night,4.72,1.42,3,10.04
R5,Yelahanka -> Hebbal,Metro,22,Tuesday,0,Fog,late_night,4.4,1.87,5,14.92
R5,Yelahanka -> Hebbal,Metro,20,Saturday,1,Heavy Rain,evening_rush,7.56,8.6,2,28.73
R5,Yelahanka -> Hebbal,Metro,20,Sunday,1,Clear,evening_rush,8.49,7.58,5,10.88
R5,Yelahanka -> Hebbal,Metro,15,Thursday,0,Clear,off_peak,7.72,3.81,0,8.83
R5,Yelahanka -> Hebbal,Metro,14,Wednesday,0,Rain,off_peak,7.71,4.81,2,14.06
R5,Yelahanka -> Hebbal,Metro,4,Saturday,1,Clear,late_night,4.22,1.05,2,0.0
R5,Yelahanka -> Hebbal,Metro,15,Tuesday,0,Rain,off_peak,8.33,3.54,0,9.14
R5,Yelahanka -> Hebbal,Metro,16,Friday,0,Clear,off_peak,7.85,3.86,2,5.56
R5,Yelahanka -> Hebbal,Metro,20,Thursday,0,Clear,evening_rush,8.0,8.42,0,21.88
R5,Yelahanka -> Hebbal,Metro,6,Thursday,0,Fog,off_peak,8.16,3.46,1,16.7
R5,Yelahanka -> Hebbal,Metro,15,Thursday,0,Clear,off_peak,7.68,3.86,0,3.79
R5,Yelahanka -> Hebbal,Metro,3,Monday,0,Clear,late_night,4.3,2.25,1,4.62
R5,Yelahanka -> Hebbal,Metro,19,Tuesday,0,Clear,evening_rush,8.19,8.88,1,12.9
R5,Yelahanka -> Hebbal,Metro,20,Monday,0,Clear,evening_rush,8.52,8.25,3,22.29
R5,Yelahanka -> Hebbal,Metro,13,Tuesday,0,Clear,off_peak,7.94,3.38,0,4.73
R5,Yelahanka -> Hebbal,Metro,13,Saturday,1,Clear,off_peak,8.14,4.78,1,3.74
R5,Yelahanka -> Hebbal,Metro,0,Sunday,1,Rain,late_night,5.16,2.12,2,7.0
R5,Yelahanka -> Hebbal,Metro,3,Sunday,1,Rain,late_night,3.89,1.49,6,12.07
R5,Yelahanka -> Hebbal,Metro,4,Friday,0,Clear,late_night,4.2,2.51,8,0.85
R5,Yelahanka -> Hebbal,Metro,12,Saturday,1,Clear,off_peak,7.4,4.6,2,0.41
R5,Yelahanka -> Hebbal,Metro,10,Friday,0,Heavy Rain,morning_rush,8.61,8.89,1,45.3
R5,Yelahanka -> Hebbal,Metro,0,Saturday,1,Clear,late_night,3.84,1.82,8,0.0
R5,Yelahanka -> Hebbal,Metro,3,Wednesday,0,Clear,late_night,4.42,2.32,6,3.11
R5,Yelahanka -> Hebbal,Metro,19,Monday,0,Clear,evening_rush,8.65,8.85,1,21.48
R5,Yelahanka -> Hebbal,Metro,3,Tuesday,0,Rain,late_night,3.77,2.73,4,6.09
R5,Yelahanka -> Hebbal,Metro,16,Tuesday,0,Rain,off_peak,8.49,3.9,0,13.87
R5,Yelahanka -> Hebbal,Metro,22,Saturday,1,Heavy Rain,late_night,3.97,2.03,5,15.61
R5,Yelahanka -> Hebbal,Metro,0,Tuesday,0,Clear,late_night,3.88,1.4,4,0.91
R5,Yelahanka -> Hebbal,Metro,22,Tuesday,0,Clear,late_night,3.94,1.79,3,2.99
R5,Yelahanka -> Hebbal,Metro,23,Thursday,0,Clear,late_night,3.88,1.8,4,0.84
R5,Yelahanka -> Hebbal,Metro,20,Friday,0,Clear,evening_rush,8.04,8.08,0,22.84
R5,Yelahanka -> Hebbal,Metro,14,Sunday,1,Clear,off_peak,7.87,4.09,0,3.19
R5,Yelahanka -> Hebbal,Metro,22,Thursday,0,Clear,late_night,3.63,1.94,6,0.0
R5,Yelahanka -> Hebbal,Metro,8,Saturday,1,Clear,morning_rush,7.93,6.8,0,6.23
R5,Yelahanka -> Hebbal,Metro,19,Tuesday,0,Fog,evening_rush,8.2,7.45,4,31.59
R5,Yelahanka -> Hebbal,Metro,6,Friday,0,Rain,off_peak,7.74,3.37,0,7.01
R5,Yelahanka -> Hebbal,Metro,17,Tuesday,0,Clear,evening_rush,8.24,8.28,2,24.18
R5,Yelahanka -> Hebbal,Metro,14,Saturday,1,Clear,off_peak,8.18,3.59,1,0.0
R5,Yelahanka -> Hebbal,Metro,1,Friday,0,Clear,late_night,4.18,1.21,2,0.0
R5,Yelahanka -> Hebbal,Metro,23,Sunday,1,Clear,late_night,4.02,1.28,2,1.05
R5,Yelahanka -> Hebbal,Metro,12,Thursday,0,Rain,off_peak,7.91,4.0,1,9.03
R5,Yelahanka -> Hebbal,Metro,17,Sunday,1,Rain,evening_rush,8.19,8.31,3,13.37
R5,Yelahanka -> Hebbal,Metro,7,Saturday,1,Clear,morning_rush,7.6,7.83,1,10.74
R5,Yelahanka -> Hebbal,Metro,8,Sunday,1,Rain,morning_rush,8.27,9.53,1,17.23
R5,Yelahanka -> Hebbal,Metro,3,Tuesday,0,Clear,late_night,3.8,1.43,6,7.14
R5,Yelahanka -> Hebbal,Metro,2,Tuesday,0,Fog,late_night,4.46,1.64,4,13.41
R5,Yelahanka -> Hebbal,Metro,2,Saturday,1,Clear,late_night,4.48,1.05,5,6.02
R5,Yelahanka -> Hebbal,Metro,4,Saturday,1,Rain,late_night,3.77,2.09,7,6.36
R5,Yelahanka -> Hebbal,Metro,17,Sunday,1,Clear,evening_rush,7.83,7.47,2,10.19
R5,Yelahanka -> Hebbal,Metro,0,Tuesday,0,Clear,late_night,4.75,2.27,5,0.14
R5,Yelahanka -> Hebbal,Metro,3,Friday,0,Clear,late_night,3.95,2.18,6,1.94
R5,Yelahanka -> Hebbal,Metro,15,Tuesday,0,Clear,off_peak,7.63,3.18,1,0.3
R5,Yelahanka -> Hebbal,Metro,3,Monday,0,Rain,late_night,3.96,1.8,4,10.57
R5,Yelahanka -> Hebbal,Metro,18,Tuesday,0,Fog,evening_rush,7.89,7.24,2,34.11
R5,Yelahanka -> Hebbal,Metro,22,Monday,0,Clear,late_night,4.56,1.56,0,0.0
R5,Yelahanka -> Hebbal,Metro,23,Sunday,1,Clear,late_night,3.38,2.04,3,0.0
R5,Yelahanka -> Hebbal,Metro,23,Saturday,1,Rain,late_night,4.35,2.1,3,9.77
R5,Yelahanka -> Hebbal,Metro,0,Wednesday,0,Clear,late_night,4.56,2.28,2,1.55
R5,Yelahanka -> Hebbal,Metro,0,Tuesday,0,Clear,late_night,4.55,2.62,6,0.0
R5,Yelahanka -> Hebbal,Metro,15,Friday,0,Rain,off_peak,8.07,4.1,0,6.01
R5,Yelahanka -> Hebbal,Metro,9,Monday,0,Clear,morning_rush,8.3,8.9,0,14.59
R5,Yelahanka -> Hebbal,Metro,10,Saturday,1,Clear,morning_rush,8.02,7.45,0,8.87
R5,Yelahanka -> Hebbal,Metro,21,Sunday,1,Clear,off_peak,8.02,3.63,0,4.97
R5,Yelahanka -> Hebbal,Metro,23,Wednesday,0,Clear,late_night,3.75,1.79,4,1.67
R5,Yelahanka -> Hebbal,Metro,11,Thursday,0,Clear,off_peak,7.88,4.42,2,1.36
R5,Yelahanka -> Hebbal,Metro,8,Friday,0,Clear,morning_rush,7.63,7.4,0,18.15
R5,Yelahanka -> Hebbal,Metro,21,Wednesday,0,Clear,off_peak,7.4,3.48,1,10.85
R5,Yelahanka -> Hebbal,Metro,16,Tuesday,0,Clear,off_peak,7.58,4.31,0,3.69
R5,Yelahanka -> Hebbal,Metro,0,Sunday,1,Fog,late_night,4.34,2.47,6,18.77
R5,Yelahanka -> Hebbal,Metro,11,Sunday,1,Clear,off_peak,7.97,3.32,1,2.42
R5,Yelahanka -> Hebbal,Metro,7,Monday,0,Clear,morning_rush,8.14,6.8,2,13.24
R5,Yelahanka -> Hebbal,Metro,19,Thursday,0,Rain,evening_rush,7.95,8.55,2,25.87
R5,Yelahanka -> Hebbal,Metro,21,Wednesday,0,Clear,off_peak,7.91,4.51,1,0.0
R5,Yelahanka -> Hebbal,Metro,22,Saturday,1,Rain,late_night,3.31,0.9,5,13.0
R5,Yelahanka -> Hebbal,Metro,13,Wednesday,0,Rain,off_peak,7.84,3.18,0,12.73
R5,Yelahanka -> Hebbal,Metro,21,Saturday,1,Clear,off_peak,8.08,3.85,1,4.01
R5,Yelahanka -> Hebbal,Metro,6,Saturday,1,Fog,off_peak,8.3,3.35,1,12.72
R5,Yelahanka -> Hebbal,Metro,22,Wednesday,0,Clear,late_night,4.13,1.51,5,2.36
R5,Yelahanka -> Hebbal,Metro,10,Friday,0,Clear,morning_rush,8.24,8.39,0,20.4
R5,Yelahanka -> Hebbal,Metro,5,Tuesday,0,Rain,late_night,3.57,2.05,4,7.91
R5,Yelahanka -> Hebbal,Metro,4,Wednesday,0,Clear,late_night,4.14,1.28,6,0.0
R5,Yelahanka -> Hebbal,Metro,12,Saturday,1,Fog,off_peak,8.08,3.61,1,4.7
R5,Yelahanka -> Hebbal,Metro,8,Tuesday,0,Clear,morning_rush,7.88,7.58,2,18.48
R5,Yelahanka -> Hebbal,Metro,18,Tuesday,0,Clear,evening_rush,8.1,8.21,4,27.52
R5,Yelahanka -> Hebbal,Metro,5,Tuesday,0,Clear,late_night,4.91,2.25,7,0.0
R5,Yelahanka -> Hebbal,Metro,10,Tuesday,0,Heavy Rain,morning_rush,7.27,7.78,1,32.41
R5,Yelahanka -> Hebbal,Metro,9,Monday,0,Rain,morning_rush,7.29,7.21,1,25.79
R5,Yelahanka -> Hebbal,Metro,16,Sunday,1,Clear,off_peak,8.36,3.6,0,6.98
R5,Yelahanka -> Hebbal,Metro,0,Sunday,1,Clear,late_night,3.54,2.51,4,0.0
R5,Yelahanka -> Hebbal,Metro,2,Saturday,1,Clear,late_night,3.53,2.11,2,5.49
R5,Yelahanka -> Hebbal,Metro,18,Thursday,0,Rain,evening_rush,8.16,7.7,3,33.96
R5,Yelahanka -> Hebbal,Metro,1,Tuesday,0,Clear,late_night,4.33,2.18,3,4.22
R5,Yelahanka -> Hebbal,Metro,10,Wednesday,0,Rain,morning_rush,8.04,7.38,0,25.41
R5,Yelahanka -> Hebbal,Metro,20,Wednesday,0,Rain,evening_rush,7.98,7.94,2,32.13
R5,Yelahanka -> Hebbal,Metro,13,Thursday,0,Clear,off_peak,7.79,4.77,1,1.07
R5,Yelahanka -> Hebbal,Metro,18,Monday,0,Heavy Rain,evening_rush,8.04,8.55,1,43.43
R5,Yelahanka -> Hebbal,Metro,3,Tuesday,0,Clear,late_night,3.36,1.07,3,0.0
R5,Yelahanka -> Hebbal,Metro,1,Friday,0,Clear,late_night,3.34,2.62,4,2.49
R5,Yelahanka -> Hebbal,Metro,16,Monday,0,Clear,off_peak,8.46,4.66,1,7.53
R5,Yelahanka -> Hebbal,Metro,3,Monday,0,Rain,late_night,3.94,1.38,8,12.96
R5,Yelahanka -> Hebbal,Metro,14,Tuesday,0,Clear,off_peak,8.2,4.14,1,7.98
R5,Yelahanka -> Hebbal,Metro,15,Friday,0,Clear,off_peak,8.25,4.97,1,0.63
R5,Yelahanka -> Hebbal,Metro,23,Tuesday,0,Clear,late_night,4.07,2.62,6,0.0
R5,Yelahanka -> Hebbal,Metro,16,Friday,0,Rain,off_peak,8.13,4.33,0,15.46
R5,Yelahanka -> Hebbal,Metro,22,Thursday,0,Fog,late_night,3.73,1.45,7,11.31
R5,Yelahanka -> Hebbal,Metro,0,Wednesday,0,Clear,late_night,3.4,2.55,5,0.35
R5,Yelahanka -> Hebbal,Metro,3,Friday,0,Heavy Rain,late_night,3.18,1.99,6,21.14
R5,Yelahanka -> Hebbal,Metro,13,Friday,0,Clear,off_peak,8.32,5.51,1,0.0
R5,Yelahanka -> Hebbal,Metro,8,Sunday,1,Clear,morning_rush,8.23,7.72,1,13.09
R5,Yelahanka -> Hebbal,Metro,18,Monday,0,Clear,evening_rush,8.07,8.25,0,22.12
R5,Yelahanka -> Hebbal,Metro,17,Sunday,1,Clear,evening_rush,7.96,8.64,2,6.19
R5,Yelahanka -> Hebbal,Metro,9,Thursday,0,Clear,morning_rush,7.84,7.43,1,18.01
R5,Yelahanka -> Hebbal,Metro,1,Wednesday,0,Clear,late_night,3.77,1.41,6,0.34
R5,Yelahanka -> Hebbal,Metro,23,Monday,0,Clear,late_night,4.04,1.89,1,1.93
R5,Yelahanka -> Hebbal,Metro,15,Tuesday,0,Clear,off_peak,7.86,3.98,0,11.02
R5,Yelahanka -> Hebbal,Metro,5,Thursday,0,Clear,late_night,3.2,2.31,4,3.52
R5,Yelahanka -> Hebbal,Metro,4,Friday,0,Clear,late_night,3.8,2.51,1,3.82
R5,Yelahanka -> Hebbal,Metro,11,Thursday,0,Heavy Rain,off_peak,7.89,3.95,0,21.79
R5,Yelahanka -> Hebbal,Metro,8,Tuesday,0,Heavy Rain,morning_rush,7.5,7.72,1,35.03
R5,Yelahanka -> Hebbal,Metro,17,Saturday,1,Clear,evening_rush,7.93,7.47,1,10.27
R5,Yelahanka -> Hebbal,Metro,7,Tuesday,0,Clear,morning_rush,7.83,9.0,0,16.03
R5,Yelahanka -> Hebbal,Metro,20,Thursday,0,Clear,evening_rush,8.89,8.88,1,19.53
R5,Yelahanka -> Hebbal,Metro,15,Saturday,1,Clear,off_peak,8.24,4.27,2,0.0
R5,Yelahanka -> Hebbal,Metro,16,Saturday,1,Clear,off_peak,8.48,3.39,2,3.3
R5,Yelahanka -> Hebbal,Metro,8,Sunday,1,Clear,morning_rush,8.08,7.51,3,6.87
R5,Yelahanka -> Hebbal,Metro,2,Sunday,1,Clear,late_night,4.88,1.63,3,1.71
R5,Yelahanka -> Hebbal,Metro,18,Saturday,1,Rain,evening_rush,7.89,6.91,1,17.26
R5,Yelahanka -> Hebbal,Metro,8,Monday,0,Rain,morning_rush,7.73,7.92,2,25.35
R5,Yelahanka -> Hebbal,Metro,10,Wednesday,0,Clear,morning_rush,7.96,7.57,4,18.06
R5,Yelahanka -> Hebbal,Metro,17,Thursday,0,Clear,evening_rush,7.65,8.29,0,22.61
R5,Yelahanka -> Hebbal,Metro,14,Wednesday,0,Rain,off_peak,8.26,3.45,2,9.88
R5,Yelahanka -> Hebbal,Metro,17,Monday,0,Clear,evening_rush,7.86,8.64,5,25.3
R5,Yelahanka -> Hebbal,Metro,11,Saturday,1,Clear,off_peak,8.27,4.17,0,0.83
R5,Yelahanka -> Hebbal,Metro,23,Saturday,1,Clear,late_night,4.38,1.55,8,0.23
R5,Yelahanka -> Hebbal,Metro,12,Wednesday,0,Clear,off_peak,8.35,3.94,1,2.67
R5,Yelahanka -> Hebbal,Metro,7,Sunday,1,Clear,morning_rush,8.33,8.85,0,6.95
R5,Yelahanka -> Hebbal,Metro,7,Wednesday,0,Clear,morning_rush,7.79,7.3,4,17.6
R5,Yelahanka -> Hebbal,Metro,22,Monday,0,Clear,late_night,4.47,1.63,9,3.53
R5,Yelahanka -> Hebbal,Metro,13,Wednesday,0,Clear,off_peak,8.58,3.44,1,0.0
R5,Yelahanka -> Hebbal,Metro,12,Tuesday,0,Clear,off_peak,7.98,4.41,0,1.12
R5,Yelahanka -> Hebbal,Metro,21,Tuesday,0,Fog,off_peak,8.59,5.05,0,18.99
R5,Yelahanka -> Hebbal,Metro,3,Sunday,1,Clear,late_night,3.91,1.54,6,0.0
R5,Yelahanka -> Hebbal,Metro,21,Tuesday,0,Rain,off_peak,7.44,4.22,0,10.11
R5,Yelahanka -> Hebbal,Metro,5,Tuesday,0,Heavy Rain,late_night,4.33,1.57,1,25.0
R5,Yelahanka -> Hebbal,Metro,21,Saturday,1,Heavy Rain,off_peak,7.66,4.54,0,18.31
R5,Yelahanka -> Hebbal,Metro,9,Sunday,1,Heavy Rain,morning_rush,7.97,8.4,2,26.19
R5,Yelahanka -> Hebbal,Metro,13,Wednesday,0,Clear,off_peak,7.88,4.37,0,4.88
R5,Yelahanka -> Hebbal,Metro,19,Monday,0,Clear,evening_rush,8.2,7.69,2,17.62
R5,Yelahanka -> Hebbal,Metro,10,Thursday,0,Clear,morning_rush,7.71,8.16,2,13.82
R5,Yelahanka -> Hebbal,Metro,23,Saturday,1,Clear,late_night,3.36,2.23,6,0.2
R5,Yelahanka -> Hebbal,Metro,19,Saturday,1,Clear,evening_rush,8.15,7.5,4,10.6
